cart_velocity,pole_angular_velocity,pole_angle,motor_command
-228.98389,-2.2484858,-1.5811106,-0.7865777
-235.00911,-2.3581123,-1.6204125,-0.7865777
-241.03433,-2.46878,-1.6615589,-0.7865777
-247.05956,-2.5803509,-1.7045647,-0.7865777
-253.08478,-2.6926668,-1.7494425,-0.7865777
-259.11,-2.8055303,-1.7962013,-0.7865777
-265.1352,-2.9187112,-1.8448465,0.32354116
-262.07678,-3.0135639,-1.8950726,0.32354116
-259.01837,-3.1050363,-1.9468232,0.32354116
-255.95996,-3.1927698,-2.000036,0.32354116
-252.90155,-3.2764163,-2.054643,0.32354116
-249.84314,-3.3555999,-2.1105695,0.32354116
-246.78473,-3.4299455,-2.1677353,0.32354116
-243.72632,-3.499107,-2.2260537,0.32354116
-240.66791,-3.5627134,-2.2854323,0.32354116
-237.6095,-3.6204169,-2.3457727,0.32354116
-234.55109,-3.6719015,-2.4069712,0.32354116
-231.49268,-3.7168531,-2.4689188,0.32354116
-228.43427,-3.7549965,-2.531502,-0.32969087
-230.4973,-3.8174715,-2.5951266,-0.32969087
-232.56033,-3.8736935,-2.6596882,-0.32969087
-234.62337,-3.923294,-2.7250764,-0.32969087
-236.6864,-3.9659407,-2.7911754,-0.32969087
-238.74944,-4.0013633,-2.8578649,-0.694649
-243.98274,-4.0520635,-2.9253993,-0.694649
-249.21605,-4.0952015,-2.9936526,-0.694649
-254.44936,-4.1304708,-3.0624938,-0.694649
-259.68268,-4.1576037,-3.1317873,-0.694649
-264.916,-4.1763916,3.0817914,0.4413265
-260.83453,-4.117094,3.013173,0.4413265
-256.75308,-4.0504284,2.945666,0.4413265
-252.67165,-3.9767458,2.879387,0.4413265
-248.59021,-3.8964136,2.8144467,0.4413265
-244.50877,-3.8098378,2.7509494,0.4413265
-240.42734,-3.717431,2.6889923,-0.95341
-247.8851,-3.6972673,2.627371,-0.95341
-255.34286,-3.6689034,2.5662227,-0.95341
-262.80063,-3.632521,2.5056806,-0.95341
-270.2584,-3.5883205,2.4458752,-0.95341
-277.71616,-3.5365548,2.3869326,-0.95341
-285.17392,-3.4775047,2.3289742,-0.95341
-292.63168,-3.4114845,2.2721162,-0.95341
-300.08945,-3.3388295,2.216469,-0.95341
-307.5472,-3.2599037,2.1621373,-0.95341
-315.00497,-3.1750689,2.1092196,-0.95341
-322.46274,-3.0847228,2.0578074,-0.79863614
-328.59167,-2.9845834,2.0080643,-0.6434806
-333.38327,-2.875952,1.9601318,-0.6434806
-338.17487,-2.7639148,1.9140666,-0.6434806
-342.96646,-2.648834,1.8699193,-0.6434806
-347.35202,-2.5301588,1.82775,-0.9833345
-347.35202,-2.4009075,1.7877349,-0.9833345
-347.35202,-2.27106,1.7498839,-0.9833345
-347.35202,-2.1408336,1.7142034,0.9007151
-339.3172,-2.0018375,1.6808394,0.9007151
-331.28238,-1.8648729,1.6497582,0.9007151
-323.24756,-1.7299515,1.6209257,0.9007151
-315.21274,-1.5970588,1.594308,0.9007151
-307.1779
